rule,length,complexity,train_fitness,train_excess_sharpe,train_sharpe,val_fitness,val_excess_sharpe,val_sharpe,val_sharpe_bh,val_fitness_raw,n_episodes_val,max_episode_val,n_episodes_train_val,val_half1_excess_sharpe,val_half2_excess_sharpe,stable,holdout_fitness,holdout_excess_sharpe,holdout_sharpe,holdout_sharpe_bh,null_pvalue,null_n,selected_on,drop_reason,nasdaq_val_excess_sharpe,nasdaq_val_sharpe,nasdaq_val_sharpe_bh,nasdaq_holdout_excess_sharpe,nasdaq_holdout_sharpe,nasdaq_holdout_sharpe_bh,cross_asset,partial_stage
asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb3 & ~asp_sun_uranus_trine_orb5,3,7,-0.3382583991677443,-0.23325839916774432,0.2770991004000268,0.5208230883755558,0.6258230883755558,1.0182635172736807,0.39244042889812486,0.5208230883755558,4,89,21,0.8132882715551633,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.2376678615725047,0.6439604204219931,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_mercury_conj_orb3 & ~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.31624724847647817,-0.2112472484764782,0.2991102510912929,0.5203012618247487,0.6253012618247487,1.0177416907228736,0.39244042889812486,0.5203012618247487,4,133,15,0.8125458186562702,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.31092519636719645,0.7172177552166848,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mercury_uranus_square_orb5 & ~asp_moon_venus_square_orb3 & asp_pluto_uranus_sextile_orb3,3,7,-0.7797994556607594,-0.6747994556607594,-0.16444195609298826,0.5202078828231902,0.6252078828231902,1.017648311721315,0.39244042889812486,0.5202078828231902,35,58,44,0.8124129598533996,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5780317807791542,0.9843243396286426,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_mars_pluto_square_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.33803534976814753,-0.23303534976814755,0.27732214979962355,0.520163001724522,0.625163001724522,1.017603430622647,0.39244042889812486,0.520163001724522,5,116,16,0.8123491034839245,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3232363598140376,0.729528918663526,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3 & ~asp_uranus_venus_sextile_orb5,3,7,-0.6058860429567894,-0.5008860429567894,0.009471456610981728,0.5199897650723968,0.6249897650723968,1.0174301939705217,0.39244042889812486,0.5199897650723968,19,126,25,0.8121026244690583,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.506056991195885,0.9123495500453734,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_mercury_neptune_sextile_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.3976566929493544,-0.2926566929493544,0.21770080661841668,0.519930631927189,0.624930631927189,1.017371060825314,0.39244042889812486,0.519930631927189,5,83,22,0.8120184906636756,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.35082098967169,0.7571135485211784,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_neptune_sextile_orb3 & ~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.32622624026887537,-0.22122624026887538,0.2891312592988957,0.5196127977068592,0.6246127977068592,1.017053226604984,0.39244042889812486,0.5196127977068592,4,133,13,0.8115662816523666,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3242056135794165,0.7304981724289049,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_neptune_sun_square_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.32129229701619244,-0.21629229701619246,0.29406520255157864,0.5195220391797324,0.6245220391797324,1.0169624680778573,0.39244042889812486,0.5195220391797324,5,71,19,0.8114371523163111,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3139291588003876,0.720221717649876,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_sun_square_orb3 & ~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.6000407318676191,-0.4950407318676191,0.01531676770015202,0.5195073899343521,0.6245073899343521,1.016947818832477,0.39244042889812486,0.5195073899343521,15,119,21,0.811416309689428,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4996721343291745,0.9059646931786629,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_mercury_saturn_opp_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.354854502431589,-0.24985450243158902,0.2605029971361821,0.5190181750416363,0.6240181750416363,1.0164586039397612,0.39244042889812486,0.5190181750416363,4,133,14,0.8107202675399123,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.346025229179504,0.7523177880289924,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_neptune_sun_opp_orb5 & asp_neptune_uranus_conj_orb5,3,7,-0.34086590916822057,-0.2358659091682206,0.2744915903995505,0.5185606538487713,0.6235606538487712,1.0160010827468962,0.39244042889812486,0.5185606538487713,3,132,12,0.8100693221023743,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3013624914585789,0.7076550503080673,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb5,3,7,-0.2771380263300355,-0.1721380263300355,0.3382194732377356,0.5183475196050216,0.6233475196050215,1.0157879485031465,0.39244042889812486,0.5183475196050216,4,116,17,0.8097660832568312,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.2568924247186171,0.6631849835681055,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_pluto_sun_trine_orb5 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb5,3,7,-0.6396869221703084,-0.5346869221703084,-0.024329422602537364,0.5180063066499976,0.6230063066499976,1.0154467355481225,0.39244042889812486,0.5180063066499976,14,94,20,0.809280620796943,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5588730408588685,0.9651655997083569,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
asp_neptune_uranus_conj_orb5 & ~asp_saturn_venus_sextile_orb5 & ~moon_sign_leo,3,7,-0.5005844624414837,-0.3955844624414837,0.11477303712628738,0.5179836021085391,0.6229836021085391,1.015424031006664,0.39244042889812486,0.5179836021085391,15,18,69,0.8092483178669645,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3269154433568741,0.7332080022063625,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb1 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb3,3,7,-0.3450333337040578,-0.24003333370405783,0.2703241658637133,0.5178582443340969,0.6228582443340969,1.0152986732322218,0.39244042889812486,0.5178582443340969,4,118,16,0.8090699650128566,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3066327490917297,0.7129253079412181,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb3,2,4,-0.25579963451582377,-0.2157996345158238,0.2945578650519473,0.5178166265157014,0.5578166265157014,0.9502570554138263,0.39244042889812486,0.5178166265157014,3,162,12,0.7165677700093727,-0.2044341522827901,False,-0.7952880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.19074069458873372,0.5970332534382221,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_neptune_sun_opp_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb5,3,7,-0.34213079617253755,-0.23713079617253757,0.27322670339523353,0.5176907380410123,0.6226907380410123,1.0151311669391372,0.39244042889812486,0.5176907380410123,4,116,17,0.8088316457504199,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.24613245440141068,0.6524250132508991,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_mercury_venus_sextile_orb1 & asp_neptune_uranus_conj_orb5,3,7,-0.33839317034529387,-0.2333931703452939,0.2769643292224772,0.5176794290908011,0.6226794290908011,1.015119857988926,0.39244042889812486,0.5176794290908011,5,116,18,0.8088155559803063,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3084850298231406,0.714777588672629,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mercury_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_sun_uranus_trine_orb5,3,7,-0.32195046977721486,-0.21695046977721488,0.2934070297905562,0.5172452075116094,0.6222452075116094,1.0146856364097343,0.39244042889812486,0.5172452075116094,5,90,20,0.8081977703884173,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3278680124120215,0.7341605712615099,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_sun_square_orb3 & ~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3,3,7,-0.6529137637105806,-0.5479137637105806,-0.03755626414280954,0.5168693816970775,0.6218693816970775,1.0143098105952024,0.39244042889812486,0.5168693816970775,13,136,17,0.8076630695732645,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.49421544019818137,0.9005079990476698,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mercury_sun_conj_orb3 & ~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3,3,7,-0.7593900089357787,-0.6543900089357787,-0.1440325093680076,0.5167420693239353,0.6217420693239353,1.0141824982220602,0.39244042889812486,0.5167420693239353,25,46,34,0.8074819382636096,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5153035024903065,0.921596061339795,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_pluto_venus_square_orb3,3,7,-0.33028848065784927,-0.2252884806578493,0.2850690189099218,0.5164242508360648,0.6214242508360648,1.0138646797341897,0.39244042889812486,0.5164242508360648,4,93,18,0.8070297691447514,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.30380210832627325,0.7100946671757616,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_moon_square_orb3 & ~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.6065724368412289,-0.5015724368412289,0.00878506272654219,0.5163919208746532,0.6213919208746532,1.0138323497727781,0.39244042889812486,0.5163919208746532,38,75,47,0.8069837725155635,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.49300553269511643,0.8992980915446048,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_mars_sun_sextile_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.2606692409344276,-0.15566924093442763,0.35468825863334347,0.5162474377755562,0.6212474377755561,1.013687866673681,0.39244042889812486,0.5162474377755562,3,133,12,0.8067782130864398,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.2996477800513931,0.7059403389008815,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_moon_sun_conj_orb1 & asp_neptune_uranus_conj_orb5,3,7,-0.3086435402172791,-0.2036435402172791,0.306713959350492,0.5161999834423627,0.6211999834423627,1.0136404123404876,0.39244042889812486,0.5161999834423627,4,116,16,0.8067106987933852,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.30366166703587355,0.709954225885362,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_moon_pluto_sextile_orb1 & asp_neptune_uranus_conj_orb5,3,7,-0.3234688039141405,-0.21846880391414053,0.29188869565363057,0.5161397968192907,0.6211397968192907,1.0135802257174156,0.39244042889812486,0.5161397968192907,4,116,23,0.8066250700555213,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.29794378552096207,0.7042363443704505,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_moon_square_orb1 & ~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.6097902874340017,-0.5047902874340017,0.005567212133769392,0.5160890293558142,0.6210890293558142,1.0135294582539391,0.39244042889812486,0.5160890293558142,23,151,29,0.8065528421969472,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5119879317988085,0.918280490648297,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb5 & ~asp_mercury_moon_trine_orb1 & asp_neptune_uranus_conj_orb5,3,7,-0.36119099716241443,-0.25619099716241445,0.25416650240535665,0.5158191750661643,0.6208191750661642,1.0132596039642892,0.39244042889812486,0.5158191750661643,5,98,15,0.8061689159916354,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.25787262657448334,0.6641651854239717,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_sun_conj_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb5,3,7,-0.22988862415082661,-0.12488862415082663,0.38546887541694447,0.5158187458308183,0.6208187458308183,1.0132591747289432,0.39244042889812486,0.5158187458308183,4,146,17,0.806168305312339,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.17896414233917807,0.5852567011886665,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_sun_sextile_orb5 & ~asp_moon_saturn_trine_orb3 & asp_pluto_uranus_sextile_orb3,3,7,-0.5833837675017343,-0.4783837675017342,0.03197373206603687,0.5156268455344293,0.6206268455344293,1.0130672744325542,0.39244042889812486,0.5156268455344293,30,63,38,0.8058952863204272,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5448990490287537,0.9511916078782422,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_sextile_orb1,3,7,-0.29845407692312637,-0.19345407692312638,0.3169034226446447,0.5156068301377024,0.6206068301377023,1.0130472590358273,0.39244042889812486,0.5156068301377024,4,116,16,0.8058668101975344,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.333333788932979,0.7396263477824674,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mercury_pluto_sextile_orb3 & ~asp_neptune_sun_trine_orb1 & asp_neptune_uranus_conj_orb5,3,7,-0.3565019593195334,-0.2515019593195334,0.2588555402482377,0.5155728205639427,0.6205728205639427,1.0130132494620676,0.39244042889812486,0.5155728205639427,5,89,22,0.8058184244224105,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.28782718335572416,0.6941197422052126,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_venus_trine_orb5,3,7,-0.23737159100688365,-0.13237159100688367,0.37798590856088743,0.5155686098061025,0.6205686098061025,1.0130090387042274,0.39244042889812486,0.5155686098061025,4,133,17,0.8058124337347226,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.27345316816238047,0.6797457270118689,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb3 & ~venus_sign_aries,3,7,-0.45315071846092503,-0.34815071846092505,0.16220678110684603,0.5155052380138387,0.6205052380138387,1.0129456669119636,0.39244042889812486,0.5155052380138387,12,129,16,0.8057222740830128,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4410859101776137,0.8473784690271021,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_moon_square_orb3 & ~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3,3,7,-0.65956374252093,-0.55456374252093,-0.044206242953158933,0.51534424717929,0.6203442471792899,1.0127846760774148,0.39244042889812486,0.51534424717929,34,76,41,0.8054932312023786,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4809797143137646,0.887272273163253,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_conj_orb5,3,7,-0.30640313063108476,-0.20140313063108478,0.3089543689366863,0.5153340156289514,0.6203340156289514,1.0127744445270763,0.39244042889812486,0.5153340156289514,4,116,13,0.8054786747132476,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.2906942778476877,0.6969868366971761,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_mars_venus_sextile_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.33406309893877545,-0.22906309893877547,0.28129440062899563,0.5152968842782379,0.6202968842782379,1.0127373131763628,0.39244042889812486,0.5152968842782379,4,133,13,0.805425847729047,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.25478676914108805,0.6610793279905764,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_moon_sun_conj_orb5 & asp_neptune_uranus_conj_orb5,3,7,-0.38562678697672614,-0.28062678697672616,0.22973071259104494,0.5150841928121659,0.6200841928121659,1.0125246217102908,0.39244042889812486,0.5150841928121659,8,70,40,0.8051232508262074,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.30796012457676675,0.7142526834262551,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_moon_uranus_square_orb1 & asp_neptune_uranus_conj_orb5,3,7,-0.3059890707937172,-0.2009890707937172,0.3093684287740539,0.5150106894995454,0.6200106894995454,1.0124511183976703,0.39244042889812486,0.5150106894995454,6,119,23,0.805018677583919,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3313780618819638,0.7376706207314522,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_neptune_square_orb5 & ~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.673171399886692,-0.568171399886692,-0.05781390031892085,0.5149536051748183,0.6199536051748182,1.0123940340729431,0.39244042889812486,0.5149536051748183,13,150,20,0.8049374637176405,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5111031655648683,0.9173957244143567,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
asp_pluto_uranus_sextile_orb3 & ~asp_saturn_sun_square_orb5 & ~asp_saturn_venus_trine_orb3,3,7,-0.693815043920542,-0.5888150439205421,-0.07845754435277093,0.5148599481186604,0.6198599481186604,1.0123003770167853,0.39244042889812486,0.5148599481186604,15,130,19,0.8048042179495283,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.518834953801389,0.9251275126508774,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~mars_ingress_3d,3,7,-0.43826692803615225,-0.33326692803615227,0.17709057153161883,0.5147561206349549,0.6197561206349549,1.0121965495330798,0.39244042889812486,0.5147561206349549,10,58,44,0.8046565029043324,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.29057877684501016,0.6968713356944986,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_neptune_sun_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~sun_sign_aries,3,7,-0.43018955128171443,-0.32518955128171445,0.18516794828605662,0.5147353139119908,0.6197353139119908,1.0121757428101157,0.39244042889812486,0.5147353139119908,10,121,13,0.8046269012651965,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.43984676389217553,0.8461393227416639,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_sun_sextile_orb3,3,7,-0.6560521798220176,-0.5510521798220176,-0.040694680254246475,0.514692027613366,0.619692027613366,1.0121324565114909,0.39244042889812486,0.514692027613366,15,115,21,0.8045653180501617,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.48690973317638403,0.8932022920258724,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_moon_square_orb1 & ~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3,3,7,-0.6625193286798469,-0.5575193286798469,-0.047161829112075775,0.5145164351966913,0.6195164351966913,1.0119568640948162,0.39244042889812486,0.5145164351966913,19,98,23,0.8043155038692933,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5002178108389326,0.906510369688421,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb5 & ~venus_sign_aries,3,7,-0.43939172044861585,-0.33439172044861587,0.1759657791191552,0.5145102107056927,0.6195102107056927,1.0119506396038176,0.39244042889812486,0.5145102107056927,12,129,16,0.8043066483364678,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.43737140708628425,0.8436639659357726,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_pluto_venus_square_orb1,3,7,-0.30165984726847234,-0.19665984726847235,0.31369765229929875,0.5144079434219238,0.6194079434219237,1.0118483723200487,0.39244042889812486,0.5144079434219238,5,95,17,0.8041611535973561,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3072123352075898,0.7135048940570782,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb5 & ~venus_sign_libra,3,7,-0.25430454815987197,-0.14930454815987199,0.3610529514078991,0.5142921610733582,0.6192921610733582,1.011732589971483,0.39244042889812486,0.5142921610733582,4,86,16,0.8039964313151355,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3645348782978764,0.7708274371473648,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_mars_pluto_square_orb1 & asp_neptune_uranus_conj_orb5,3,7,-0.3088960751327018,-0.2038960751327018,0.3064614244350693,0.5141746585179721,0.619174658517972,1.011615087416097,0.39244042889812486,0.5141746585179721,5,116,16,0.8038292619493423,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3366328271651831,0.7429253860146715,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3 & ~asp_pluto_venus_opp_orb3,3,7,-0.6052926213055552,-0.5002926213055552,0.010064878262215906,0.5141695127569366,0.6191695127569365,1.0116099416550615,0.39244042889812486,0.5141695127569366,14,150,22,0.8038219411471019,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.47330422517454357,0.879596784024032,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_moon_saturn_trine_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.25938308748391115,-0.15438308748391116,0.35597441208385994,0.5139398998285511,0.6189398998285511,1.011380328726676,0.39244042889812486,0.5139398998285511,10,59,49,0.8034952745097135,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.25129731264802985,0.6575898714975182,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_mercury_sextile_orb3 & ~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.33760762328892685,-0.23260762328892687,0.27774987627884423,0.5139349249472798,0.6189349249472798,1.0113753538454047,0.39244042889812486,0.5139349249472798,4,133,17,0.8034881968358096,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.30859172396478723,0.7148842828142756,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
